,reviews,Sentiments
4582,"Fresh vegetables received, excellent quality more than you expect for the price range, It's pretty rare to find quality at affordable price tag, thanks dfresh daraz.pk",1
4583,"Here is my experience from Dfresh:- 
* Tomatoes: Fresh, received in mix sizes, both big & small, red fresh tomatoes! 9/10

* Chillies: Absolutely love it, not only fresh & clean but really reasonable prices 1/3rd price from local market rates! 10/10

* Coriander,Mint: Fresh n green, nicely wrapped in paper. 9/10

* Potato: Clean, Nondusty, received in mix sizes 10/10

* Palak/Spanish most part of it was fresh but some of them was dry, shrink leaves 8/10

* Brinjal: Very fresh, all of them was really fresh 10/10

* Capsicum: Veryyy green!! Quantity given was very good. 10/10

* Carrots, Spring Onion, Bund Gobi: Fresh, nicely wrapped 10/10",1
4584,"Daraz never disappoints me Alhumdulillah my orders from past 3 years are completely satisfactory, for me daraz is the best app to shop hassle free! Their customer service is literally topnotch! 5 stars from my side",1
4585,Products were good and fresh. ,1
4586,Cabbage is fresh and well packed on time delivery..iam pleased with the dfresh products and prices are reasonable..thanks daraz,1
4587,MashaAllah bht zabrdast or fresh sabzi receive hoi or aglay hi din 500 say kam hi sabzi wo free delivery charges per or sath mai coca cola cane free wao,1
4588,fresh good size.. very good as compare to local market with free delivery good price. get free coke cane also thank you daraz,1
4589,very fresh ☺️ vegetables and fastest delivery within 1 day 😊 💯 fresh ⭐⭐⭐⭐⭐daraz is the best 👍 and thanks for the free cokes❤️👍👌,1
4590,I am your regular buyer of vegetables and this is what you give very disappointed by the quality ,-1
4591,fresh😍,0
4592,Fresh,0
4593,so fresh!!,1
4594,Not fresh,0
4595,All fresh,0
4596,fresh,0
4597,Fresh,0
4598,very good cabbage thanks daraz,1
4599,"100% Authentic 
Fresh
Big 
Economical
Fast shipment
Safely Arrived...

Yayyy! Again wonderful experienced to bought (variety of fruits and vegetables ) loved the quality and quantity fully loaded... All of them were sparetely packed and fresh. Price is economical as always. So don't wait just order from daraz... enjoy economical and safe shopping. :) seller is so responsive, highly recommended... Thanks to daraz and team hero's for fast shipment :)",1
4600,"Wonderful experienced.... bought variety of fruits and vegetables... Loved the quality as always. All of them were fresh and good in taste. Price is economical with great and separately packed. 100% authentic and same as shown in picture. Seller is so responsive, Highly recommended. Thanks to daraz and team hero's for fast shipment :) good job ",1
4601,vegetables were fresh and at afoordable prices without shipping charges for order more than PKR 500. Thanks alot.,1
4602,why the veggies are getting expensive since store is renamed to dMart? is daraz looking to earn more money on veggies too? that much greed isn't good for business. ,-1
4603,"I have ordered the vegetables from dfresh, received order after one day at home, the price of vegetables are also less from market and all vegtables are fresh, thanks daraz dfresh",1
4604,"I was Amazed to see the Quality of Vegetables and Fruits.Parcel received in good condition,Each Stuff well packed. Fresh and Clean. Next day Delivery. Seller Recommended. Looking forward for my next purchase at dFresh with good offers. Great Shopping Experience as always with Daraz.",1
4605,Very nice fresh vegetables & fruits on discount rates  quick service thanks Daraz to provide us such a good platform.,1
4606,"normally received fresh product but sometimes bad item received, return request also cancelled by daraz",-1
4607,"Fresh vegetables received , very good packaging and timely delivered, fully satisfied with daraz dFresh, reasonable prices.",1
4608,I haven't got any lettuce in the neither plastic bag nor brown paper bag  and also made my complaint at customer service and  going to e-mail them with attachments. ,0
4609,Excellent service by seller. product as per description. everything upto the mark. no compromise on quality. vegetables along with discounts,1
4610,"This is my first experience from daraz dfresh, really surprised every thing is up to mark, fresh vegetables, good packaging, prices are reasonable and free shipping option is awesome, keep it up dfresh",1
4611,"Got fresh and good vegetable and well packed, Price was very reasonable and is value for money, fully satisfied, Daraz dfresh",1
4612,"Vegetables sari fresh thi but hum ne jo order dia tha wo completely deliver nhi howa
humein  2 bundle podina or 1 bundle dhaniya deliver nhi howa.. that's very bad😑😑",0
4613,fresh hai but 500 gram mila order 1 kg kia tha  shipping is fast all items are fresh but please check quantity and number of items before dispatching ,0
4614,"It's my 1st experience to buy vegetables from dfresh, really surprised with quality, they were fresh and we'll packed.",1
4615,Good Hygiene Good Quality Vegetable's. Prices are very competitive and i find it very low as compared t the local market. Excellent Service 👍🏻,1
4616,Excellent service up to the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service.,1
4617,"Quality and quantity both were outstanding, i really appreciate the whole process of ordering and frequent notification order status via Gmail so that we can remember and track the order. above all I also received the parcel on specified time with invoice too. Thanks for such helpful and handy platform. Overall it was good experience and hope now onwards will order fresh Vegetables via daraz.
Thanks",1
4618,We order the vegetables every week and have never been disappointed. Great service. Would highly recommend. ,0
4619,Vegetable was very fresh and affordable price loved the experience I will always order from D-fresh ,1
4620,vegetables are totally fresh. mene first time order kia hai me buhat ziada satisfy hn. or delevry bhi buhat fast hai. sub bht acha hai. ,0
4621,good experience fresh vegetables and delivery at time. l always buy vegetables and fruit through dfresh ,1
4622,"I always received fresh vegetables and fruits on normal rate with good quality that's why I recommend to all my friends and relatives for buy from Daraz and they all are happy now.
Thanks Daraz Team
Asif Memon",1
4623,as usual fresh and nice but afsos ab shipping bhi add kar kay wohi rate ho gaye ....ab order karna mushkil ho raha hai...,1
4624,"Received product according to the order, quality was very good. I am happy and satisfied to receive 1st order. I have already ordered the 2nd one which is 3 times than the 1sr order. Thank you Daraz, dFresh. ",1
4625,all the vegetables were delivered fresh with proper packing!!! it's so cheap and economical and I'll InshaAllah buy it next time to! good value for money👍👍,1
4626,"product is excellent and as described, fresh vegetables are delivered on tym, nice packging, really worth buying, its so easy and comfortable to buy fruites and veggies from daraz as  i received them on my door step and less then market price and quality is excellent, love to shop from daraz😍😍👏👏👏😘",1
4627,I've been using dfresh for months...always receive vegetables and fruits on time with great packing..and also the vegetables and fruits are premium quality..very satisfied,1
4628,Kamal ka hai ye dfresh walo ny sb item fresh or behtereeen services k sth awesome packaging b di or delivered b ek din me hi krdia order se..oper se market se rates b bht bht km.... . Hats off to u guys u deserve 1oo stars,1
4629,"good. i find all the items very good, economical and fresh. i recommend dFresh. good efforts done to supply fresh vegetables to customers at their doorstep. ",1
4630,They are now delivering after two days. They have committed for next day delivery for orders before 11pm. Very bad experience now regarding delivery.,-1
4631,"Very very addictive to buy from here..  there’s no one price Competitor of Daraz. Even in the Quality,really freshly delivered at my Door step. Too Much appreciation from top to Bottom  efforts of team and leaders ... you all are star seller.. well i feel total satisfaction in purchasing from here.. Blindly trusting you in future.. truly wrote everything...  👍👍👍",1
4632,"all the vegetables I ordered was very fresh, I will order
again from dmart nice packaging and quick delivery
thanks daraz 
",1
4633,"great experience in reasonable price with good quality, my family is very happy with your instant service",1
4634,"Receive all the things (a little late), but in amazing quality and at better than market rates. Thumbs up, and keep up the good work!",1
4635,All vegetables are good fresh and at reasonable price with compare to our nearer market vegetables.,1
4636,"Best product in very reasonable price.
Seller is highly recommended, best wishes with five stars!",1
4637,"#HighlyRecommended
Very fresh vegetables in reasonable price,desirable quality, quick delivery.",1
